tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss
180,55,70,275,60,155,180,470,0.9769120132011853,1.0126081732292924,21,0,1,294.5424836601307,306,90130.0,0.28431372549019607,1.3137739560305663,4337.64367816092,-1311.62100456621
165,55,65,320,60,200,150,580,0.995481917866597,0.9997238814259669,20,0,1,294.3361581920904,354,104195.0,0.3163841807909605,1.306789741777817,3962.723214285714,-1403.4297520661157
165,50,80,275,65,155,230,530,0.9566176175794173,1.005424127886829,24,0,1,294.3218085106383,376,110665.0,0.32978723404255317,1.3255523195952108,3633.8306451612902,-1348.9285714285713
150,55,60,250,75,200,210,500,0.9970375707714292,0.9807409303268457,21,0,1,294.3034055727554,323,95060.0,0.3560371517027864,1.275416485585977,3827.913043478261,-1659.375
210,70,105,295,70,165,190,450,0.9391462622792242,1.0068132510442664,29,0,1,294.23333333333335,300,88270.0,0.32,1.271541514135417,4305.625,-1593.4803921568628
165,55,60,305,105,160,190,540,0.9428885532420386,0.9968285586635507,20,0,1,294.19943820224717,356,104735.0,0.36235955056179775,1.293515119244458,3578.0232558139537,-1571.9383259911895
150,55,90,270,60,190,160,410,0.9765918305262805,0.9912095512095384,22,0,1,294.15902140672785,327,96190.0,0.3333333333333333,1.280674622858977,4026.605504587156,-1579.3087557603687
150,60,70,265,65,205,170,560,0.9395149243650985,0.9889851834086354,20,0,1,294.15617128463475,397,116780.0,0.3350125944584383,1.2901726922599082,3903.9849624060153,-1524.4318181818182
195,45,85,265,75,165,220,440,0.9948376687952948,0.9919205745234168,27,0,1,294.03076923076924,325,95560.0,0.3723076923076923,1.2678251121076234,3738.5123966942147,-1757.6354679802955
210,50,95,285,105,200,150,470,0.9988333972635693,0.9857865849699794,30,0,1,294.0,325,95550.0,0.36615384615384616,1.2674073659464906,3805.63025210084,-1734.5631067961165
210,60,95,270,60,155,230,540,0.9758545452044106,0.9977276225261063,26,0,1,293.96755162241885,339,99655.0,0.34513274336283184,1.3040626096507957,3652.991452991453,-1476.3288288288288
150,55,70,270,85,195,240,550,0.955050953216121,0.9937228526350202,20,0,1,293.92128279883383,343,100815.0,0.3294460641399417,1.2642976051593284,4267.787610619469,-1665.698689956332
150,45,95,320,70,155,140,340,0.9873886058229397,1.0080881765114476,21,0,1,293.6963696369637,303,88990.0,0.33663366336633666,1.2838505948773564,3946.078431372549,-1559.7512437810944
210,60,110,295,75,185,230,560,0.9605139986929551,0.9915062126944751,23,0,1,293.6363636363636,341,100130.0,0.2991202346041056,1.2905561278528213,4360.245098039216,-1447.9621848739496
195,45,95,295,95,190,170,520,0.9656119782691078,1.017995239013141,24,0,1,293.6363636363636,341,100130.0,0.28152492668621704,1.3767897796760051,3811.1979166666665,-1084.6734693877552
150,55,105,300,60,155,200,480,0.9938275543637166,0.9882594376149803,22,0,1,293.596214511041,317,93070.0,0.3753943217665615,1.2880799826662952,3496.9747899159665,-1639.9492385786803
180,55,65,290,85,195,240,500,0.9876974324006156,0.9902323336290535,23,0,1,293.57377049180326,305,89540.0,0.4,1.2596679475096064,3560.3688524590166,-1894.642857142857
195,45,95,260,95,195,140,490,0.9899422523180487,0.9859817611206974,27,0,1,293.4733893557423,357,104770.0,0.3697478991596639,1.2652774436946916,3785.719696969697,-1763.1473214285713
165,55,90,245,95,190,230,560,0.9771486837824239,0.9861819593131346,24,0,1,293.328313253012,332,97385.0,0.35843373493975905,1.2552854053345566,4024.0336134453783,-1799.4103773584907
180,55,80,265,95,180,170,570,0.9646634202018399,0.9995512349255463,27,0,1,293.1743869209809,367,107595.0,0.3242506811989101,1.294522610314245,3974.075630252101,-1473.0645161290322
210,60,105,290,80,155,140,520,0.9677721362097846,0.9834939661845762,21,0,1,293.167701863354,322,94400.0,0.38198757763975155,1.2648226333581136,3665.569105691057,-1791.2814070351758
