y_true,y_pred,y_logit,q10,q50,q90
-0.00051283836,-0.008994525,-0.058792613,-0.00520014,-0.0003774304,0.0026669912
-0.00068342686,-0.0090705175,-0.055911615,-0.0052301334,-0.00035333098,0.0025438992
-0.0075222254,-0.008696562,-0.056542516,-0.0050184745,-0.00047863257,0.0024822499
0.002564311,-0.0061450736,-0.0013441462,-0.008638856,0.00016208371,0.010676159
-0.0046157837,-0.0035395627,-0.015117023,-0.00465848,0.00024133723,0.0031764084
-0.0027353764,-0.010646569,-0.04895784,-0.0054796506,8.906305e-05,0.0029121067
0.0052996874,-0.0065492135,-0.038254112,-0.0056066224,0.00011912137,0.0030115559
0.0006840229,-0.0041400255,-0.04501354,-0.00531261,0.00017223854,0.003017012
-0.004445076,-0.0035863225,-0.046023443,-0.0050354516,-4.5745546e-05,0.0026334482
0.006325364,-0.0041420353,-0.043131307,-0.004712574,-7.068686e-05,0.0023569663
-0.0018802881,-0.0041169296,-0.04684484,-0.005409848,-0.00011243434,0.0027808065
0.0017091036,-0.0038990849,-0.043907978,-0.0046716384,-0.00011590672,0.002309721
0.00017118454,-0.0036360384,-0.044786755,-0.005280095,-0.00014973052,0.0026868035
0.00017106533,-0.0036727604,-0.043393694,-0.005040573,-0.0001691802,0.0025095288
0.004102826,-0.0017024609,-0.056909002,-0.0053515523,-0.00028098267,0.0028141583
0.004102826,-0.0025361762,-0.050728343,-0.0046175644,-0.00014760174,0.0023049202
0.0035904646,-0.010293392,-0.030999469,-0.0070564873,0.00088414183,0.0039868774
-0.0013679266,-0.0032826685,-0.04457835,-0.0051635136,0.00011273631,0.0028192564
-0.0018802881,-0.004680527,-0.044551447,-0.005657248,0.00029690156,0.0031789658
0.002222538,-0.0044414685,-0.041110992,-0.0052153068,-0.00019170345,0.0025454562
0.0010256767,-0.0041326606,-0.04229922,-0.0046569784,-6.4484964e-05,0.0023328098
-0.001196742,-0.0044968254,-0.04092272,-0.005396358,-0.00016116962,0.0026938599
0.0010256767,-0.0014316966,-0.063233204,-0.005597989,-0.00040260455,0.002855801
-0.00051283836,-0.0005325307,-0.06945988,-0.0051838714,-0.00045805343,0.0024865083
-0.0015386343,-0.0022413325,-0.056834154,-0.005175562,-0.00033245416,0.002456891
0.00051283836,-0.0015358976,-0.06319929,-0.005172603,-0.0003733926,0.0024821186
-0.00017106533,0.00014745584,-0.07645412,-0.005560781,-0.00056052965,0.002700945
0.0015385151,-0.0019320124,-0.05706042,-0.0048133694,-0.00036462338,0.0021961248
