tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,direction,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss
210,45,145,45,90,145,170,530,0.9438946858456182,0.9200210857534421,29,1,1,short,66.51925078043705,961,63925.0,0.4630593132154006,1.1277095195285187,1268.4831460674156,-975.7309941520468
300,90,150,50,70,160,210,540,0.921762817196155,0.9844961349837006,19,1,1,short,66.50914634146342,656,43630.0,0.4923780487804878,1.1274445369437263,1194.969040247678,-1040.562310030395
180,120,90,275,95,30,220,560,0.9277245695548059,0.9594904243786181,24,1,1,short,66.48089171974522,628,41750.0,0.4840764331210191,1.136482510624387,1143.5855263157894,-950.0
300,45,270,265,50,100,410,540,1.0075220758475025,0.9146716849101787,28,1,1,short,66.46950092421442,541,35960.0,0.4898336414048059,1.2009836798569193,810.8679245283018,-652.992700729927
150,120,50,165,55,40,310,440,0.9542528954938586,1.012429074818378,26,1,0,short,66.46551724137932,638,42405.0,0.48746081504702193,1.1561734646901758,1009.4212218649518,-835.4615384615385
150,60,50,25,40,110,470,570,0.9542120296171742,0.922471766923425,27,0,1,short,66.46341463414635,369,24525.0,0.4037940379403794,1.061138255970484,2856.8120805369126,-1823.3636363636363
300,120,235,125,50,125,170,250,0.9471451825763124,0.9582162507058399,16,1,0,short,66.45536869340233,773,51370.0,0.49935316946959896,1.1891210308329498,836.7746113989638,-709.2036553524804
210,45,235,290,55,190,400,470,0.9083298916785304,0.9738415639551137,29,1,1,short,66.38888888888889,774,51385.0,0.4819121447028424,1.1675743542916774,959.8525469168901,-778.274111675127
150,45,230,300,10,195,410,520,0.9922829291614851,0.9964085826536309,14,1,0,short,66.38564273789649,599,39765.0,0.4991652754590985,1.2336849528398908,702.1070234113712,-574.8817567567568
300,45,145,250,15,105,80,580,0.9156081976665359,0.9645891986063997,16,1,0,short,66.37891520244462,1309,86890.0,0.4087089381207028,1.1266276587217732,1445.0,-894.6349413298566
150,45,20,250,45,190,460,620,0.9036935894002779,0.9855775684987568,25,0,0,short,66.34743875278396,449,29790.0,0.36525612472160357,1.0613682714294543,3141.5853658536585,-1703.2631578947369
180,60,25,25,55,145,360,590,1.0001865428974552,0.9145830861276957,18,1,0,short,66.34479271991911,989,65615.0,0.46107178968655205,1.1433377387961072,1147.7631578947369,-865.3402646502835
210,90,285,145,15,95,100,410,0.9552239321177669,0.9401323083637472,26,0,0,short,66.3036809815951,326,21615.0,0.3619631901840491,1.0618118905316136,3146.6525423728813,-1681.201923076923
150,90,170,260,10,25,450,520,1.0308803497028711,0.9460441405803091,26,1,1,short,66.29283489096574,321,21280.0,0.5077881619937694,1.2951456310679612,572.8834355828221,-465.16129032258067
180,60,115,195,40,155,330,430,1.023865193114241,0.9292825767219526,18,1,1,short,66.2748643761302,553,36650.0,0.4810126582278481,1.1247595867445066,1242.1616541353383,-1030.7543859649122
300,60,65,120,65,140,340,650,0.9813429197538844,1.022381793771296,25,1,1,short,66.27403846153847,624,41355.0,0.4807692307692308,1.1124495261919976,1363.7333333333333,-1138.59133126935
180,90,80,105,90,170,100,400,0.9994999724604536,0.9815600239808149,24,1,1,short,66.26442812172088,953,63150.0,0.5005246589716684,1.1121022500332844,1313.3647798742138,-1198.563829787234
240,60,225,275,25,15,360,550,0.9219981637601435,0.9768312873262172,29,0,0,short,66.19101123595506,445,29455.0,0.42247191011235957,1.0683664469408598,2448.377659574468,-1682.96875
210,45,140,100,10,65,360,660,1.0048583143771574,0.9718031202685847,11,1,0,short,66.16724738675958,861,56970.0,0.4448315911730546,1.1437801277036066,1183.289817232376,-834.1684210526316
300,120,50,30,55,105,300,410,0.9496128556489715,0.9622005921845671,5,1,1,short,66.14788732394366,710,46965.0,0.4676056338028169,1.1903112083637248,884.7740963855422,-656.3297872340426
180,120,90,190,15,110,60,450,0.9117376500503159,0.9293269553051189,6,1,0,short,66.14642451759364,881,58275.0,0.46538024971623154,1.1124403067869375,1406.219512195122,-1102.712765957447
180,45,90,115,30,40,180,670,0.9095954371785404,0.9899812375050552,12,1,0,short,66.08677337826454,1187,78445.0,0.42038753159224934,1.135728560182021,1315.430861723447,-848.6857562408223
150,60,25,260,15,125,410,640,1.0140459123198897,0.9626035721892133,5,1,1,short,66.04553119730186,593,39165.0,0.47892074198988194,1.1734614788404898,932.9225352112676,-737.8594771241831
150,90,130,55,75,150,240,480,0.9296417022588744,0.9692386505309307,28,1,0,short,66.0398505603985,803,53030.0,0.48692403486924035,1.1358942162314531,1133.6572890025575,-954.1075794621026
180,45,50,140,65,80,90,420,0.9533301777930542,0.919420762485467,15,1,0,short,66.02334630350195,1285,84840.0,0.467704280155642,1.125434303709508,1266.5723793677205,-999.069423929099
150,90,115,265,25,50,190,440,0.906933418089215,0.9382651965528762,30,1,0,short,65.9641873278237,726,47890.0,0.5179063360881543,1.1417094497625353,1026.156914893617,-982.3982558139535
240,90,115,115,10,65,120,400,0.9482628675955058,0.9164855978914254,20,0,1,short,65.96385542168674,415,27375.0,0.3566265060240964,1.0625578445823192,3141.689189189189,-1645.093984962406
150,60,220,295,90,35,410,520,0.9967406576752651,0.9598323921805609,23,1,0,short,65.95441595441595,351,23150.0,0.49002849002849,1.213482109922538,765.0581395348837,-605.8100558659218
300,60,235,130,45,185,350,510,0.9971537065897607,1.0135435838277402,27,1,0,short,65.87570621468926,531,34980.0,0.4821092278719397,1.1288255441387691,1197.3046875,-987.3818181818182
150,90,190,180,30,45,180,410,0.9385504114288526,0.9055552248184,15,1,0,short,65.85774058577405,717,47220.0,0.4825662482566248,1.1203686001605935,1270.2745664739884,-1063.1300813008131
240,120,75,170,65,195,120,220,1.0424166028591897,0.9693550940197294,8,1,0,short,65.85106382978724,470,30950.0,0.5085106382978724,1.1522081243237927,980.2928870292887,-884.0869565217391
180,120,240,285,10,145,300,490,1.0407589534081123,0.9861283739722895,10,1,0,short,65.82716049382717,405,26660.0,0.49135802469135803,1.1632178278437615,954.7738693467337,-800.6862745098039
150,45,230,125,5,15,80,690,0.9971467146510437,0.9565668227369936,10,1,0,short,65.76633165829146,1194,78525.0,0.4036850921273032,1.1653506001263423,1148.1846473029045,-676.4957264957264
210,60,140,275,80,115,140,440,0.9234040892576698,1.0131174646658254,7,1,1,short,65.75619295958279,767,50435.0,0.46284224250325945,1.1084926968829996,1451.5633802816901,-1131.0705596107057
240,45,35,65,85,55,150,690,1.0056082762530518,0.9153207864185289,28,0,0,short,65.75452716297787,497,32680.0,0.3843058350100604,1.0846171771833977,2193.1413612565443,-1266.2622950819673
150,60,60,190,40,160,200,560,0.9386521103333414,0.9209192374004977,28,1,1,short,65.75441412520064,1246,81930.0,0.46629213483146065,1.116631315216308,1350.0860585197934,-1064.3484848484848
240,120,240,25,75,170,180,650,0.9884334479084796,0.9230120273781386,25,1,0,short,65.72789115646259,735,48310.0,0.4816326530612245,1.1223859044675542,1251.5395480225989,-1047.0424403183024
210,45,285,85,15,160,320,640,0.9553148497010816,1.010321054801874,28,0,1,short,65.7253086419753,324,21295.0,0.3333333333333333,1.0868173757058117,2468.3333333333335,-1135.5787037037037
300,90,100,80,90,185,320,540,1.0101125179025237,0.9945730554579794,22,1,1,short,65.68587105624142,729,47885.0,0.5157750342935528,1.1289657958524104,1114.8537234042553,-1057.8347578347577
240,90,190,260,50,100,340,410,0.930332741755889,0.9431141420660437,21,1,0,short,65.67278287461774,654,42950.0,0.4740061162079511,1.165689375819767,974.741935483871,-764.6607669616519
150,60,210,260,15,60,300,390,1.000495704475569,0.9324122788428199,17,1,0,short,65.67208271787297,677,44460.0,0.5022156573116692,1.1660132183264253,918.4411764705883,-804.2342342342342
180,60,115,240,10,155,400,490,0.940052592853303,0.937461458429799,20,1,1,short,65.6047197640118,678,44480.0,0.5206489675516224,1.2505209800056323,628.9801699716714,-553.1152647975077
180,60,245,110,45,175,210,430,0.9021013713179694,0.987210524221905,21,1,0,short,65.57861635220125,795,52135.0,0.4930817610062893,1.1256598134445275,1191.390306122449,-1037.225
210,60,40,90,25,170,80,260,0.9226191850706371,0.9692399216935945,24,1,1,short,65.54838709677419,1085,71120.0,0.4986175115207373,1.1789137380191694,866.2292051756008,-734.7689463955637
240,90,65,170,55,160,270,440,1.0038671501466365,0.9115889761522957,20,1,0,short,65.5241935483871,868,56875.0,0.5069124423963134,1.117176233054514,1232.3977272727273,-1152.9216152019003
150,120,90,105,90,125,100,440,1.0045717280332718,0.9442255947826522,9,1,0,short,65.50646551724138,928,60790.0,0.48814655172413796,1.100397195682871,1470.8278145695365,-1280.1162790697674
240,60,40,145,85,140,190,540,1.0139875128699685,0.9837495407687133,15,1,1,short,65.45209176788124,741,48500.0,0.4966261808367072,1.1083677801362977,1347.9619565217392,-1206.33423180593
120,45,210,35,45,30,260,490,0.97869995001064,0.9573827769644752,6,0,0,short,65.3875968992248,516,33740.0,0.43410852713178294,1.0677190482402883,2374.8883928571427,-1712.1477663230241
150,45,110,190,35,115,130,250,1.0345958862648987,0.9211767443712926,8,1,0,short,65.37096774193549,310,20265.0,0.5258064516129032,1.1369210499645281,1032.3312883435583,-1027.8125
240,60,110,245,45,50,160,330,0.9097884290002752,1.0163388409521215,5,1,1,short,65.34858387799564,459,29995.0,0.4444444444444444,1.1405082562360933,1193.4803921568628,-840.4527559055118
240,120,165,280,20,75,60,650,0.9075626265188691,1.0042155573543967,7,1,0,short,65.32476319350474,739,48275.0,0.46820027063599456,1.100679889048781,1525.3323699421965,-1226.317135549872
300,60,250,105,10,200,360,470,0.9429144590435915,0.925841492926717,9,1,0,short,65.30729833546735,781,51005.0,0.4839948783610755,1.149880254477601,1035.2116402116403,-848.6408977556109
120,45,25,120,5,80,190,470,1.0221867032003842,0.9425129784805049,15,1,1,short,65.30334728033473,478,31215.0,0.399581589958159,1.1070399835402236,1690.235602094241,-1023.2280701754386
120,45,80,245,50,135,200,670,0.9612548186845042,1.0137102450103799,12,1,1,short,65.27192008879024,901,58810.0,0.43951165371809103,1.0997582799711632,1637.209595959596,-1174.3525896414342
180,45,20,50,55,50,240,690,0.9703007051306578,1.0072470578942645,6,1,1,short,65.24607329842932,955,62310.0,0.42408376963350786,1.123004945071215,1404.6296296296296,-924.3886861313869
240,45,130,265,95,185,180,670,0.9621635316361045,0.9721692110123082,7,1,1,short,65.24179620034542,1158,75550.0,0.4784110535405872,1.1040855830101468,1446.5613718411553,-1209.7416666666666
120,45,40,60,20,155,210,640,1.0167526489121497,0.9151815787832186,11,1,0,short,65.24,750,48930.0,0.42933333333333334,1.1081242334847028,1557.3447204968943,-1059.80093676815
210,60,155,185,55,120,160,670,1.0053966210253928,1.003075790012956,13,1,0,short,65.22504892367905,1022,66660.0,0.461839530332681,1.0997941539728284,1556.4300847457628,-1223.3974358974358
180,120,175,125,25,105,170,600,0.9660749482538825,1.0380119544761368,30,1,0,short,65.21381578947368,304,19825.0,0.4473684210526316,1.0910155173996878,1747.389705882353,-1304.311377245509
120,90,40,250,25,15,150,630,0.930661767949229,1.0089967597868423,14,1,0,short,65.17663043478261,736,47970.0,0.4266304347826087,1.1183480127303678,1443.6305732484077,-967.3747016706444
120,90,85,290,15,130,110,290,0.9557956974904076,0.9333855871149851,26,1,1,short,65.14162561576354,812,52895.0,0.4975369458128079,1.1541139793718316,980.4826732673267,-847.4567901234568
240,60,245,120,55,30,340,660,0.9717464414693742,0.9733390106034561,13,1,1,short,65.12949640287769,695,45265.0,0.4589928057553957,1.1565260992098483,1048.4326018808777,-773.2219251336899
210,45,255,230,95,85,380,640,1.005629360920888,0.970743271816346,28,1,1,short,65.0945179584121,529,34435.0,0.4782608695652174,1.146090534979424,1067.7667984189723,-860.2554744525547
150,120,25,270,15,135,290,680,0.9731015132225643,0.9722691401552919,27,0,0,short,65.06644518272425,301,19585.0,0.3388704318936877,1.0492339018841363,4091.9607843137255,-1998.9698492462312
180,60,85,195,40,195,220,500,1.0323311959438874,0.910617871751712,27,1,1,short,64.99021526418787,511,33210.0,0.46771037181996084,1.0930304218723739,1632.5941422594142,-1322.148148148148
150,45,160,165,75,65,200,330,0.9244409247071353,0.9652596395161085,19,0,1,short,64.95098039215686,306,19875.0,0.4084967320261438,1.0553659725607634,3030.8,-2005.4469273743016
150,60,250,230,40,140,130,340,1.0192882072138194,0.9508822956549549,11,1,0,short,64.94176372712147,601,39030.0,0.4891846921797005,1.132879393990978,1131.8197278911564,-959.8856209150326
180,60,20,30,25,150,420,510,0.9671846511980907,0.9781235031673831,7,0,0,short,64.88421052631578,475,30820.0,0.40421052631578946,1.058033780857514,2926.5104166666665,-1876.5724381625441
210,45,135,250,35,170,370,620,1.027947280302566,1.0028705254452805,13,1,0,short,64.85157699443414,539,34955.0,0.4675324675324675,1.1262756714773405,1237.1825396825398,-967.8846153846154
300,120,260,260,70,185,70,550,1.048982318646334,1.0055237110281403,12,1,0,short,64.83812949640287,556,36050.0,0.4748201438848921,1.0793677003181312,1857.064393939394,-1560.8762886597938
300,45,90,255,30,190,300,550,0.9270230088812355,0.9343018586725697,28,1,0,short,64.83794089609151,1049,68015.0,0.4718779790276454,1.1291342320106323,1201.4444444444443,-959.3806921675774
120,60,270,170,80,95,180,570,0.9373855437725575,1.0028494553161647,10,0,0,short,64.81843575418995,358,23205.0,0.2877094972067039,1.0733604160409718,3296.3106796116504,-1240.450980392157
300,60,20,270,85,195,290,440,0.9483354013843002,0.9247211266877956,21,1,0,short,64.80555555555556,900,58325.0,0.5,1.1294528909111086,1130.8333333333333,-1017.0428893905192
210,120,90,205,20,90,210,660,1.0270030788321336,0.9109412232727414,23,1,0,short,64.80274442538594,583,37780.0,0.45969125214408235,1.0897312574964078,1711.9962686567164,-1345.1597444089457
150,45,240,260,25,100,490,600,1.015900545707875,0.9316316082934628,29,1,1,short,64.79338842975207,484,31360.0,0.53099173553719,1.3272632402817637,494.8832684824903,-427.79017857142856
120,90,165,160,30,45,260,660,1.0029860691292936,0.9195115090679924,12,1,1,short,64.78295819935691,622,40295.0,0.48392282958199356,1.1064344013312555,1391.6445182724253,-1190.5345911949685
240,60,45,215,10,50,420,650,1.0206787503686066,0.9493521550718571,15,1,1,short,64.75961538461539,416,26940.0,0.4855769230769231,1.155772066263841,989.5297029702971,-811.9483568075117
240,60,65,205,35,60,430,570,0.9660866907117514,1.0165261595891304,22,1,0,short,64.74279835390946,486,31465.0,0.47530864197530864,1.21809801067443,760.7575757575758,-572.5
300,45,65,190,80,165,320,500,0.9802036517114496,1.0171841553579688,19,1,1,short,64.71428571428571,735,47565.0,0.4748299319727891,1.123145631067961,1243.0229226361032,-1003.2467532467532
240,120,255,260,60,40,280,660,0.9318631185896438,0.9881855269474841,13,1,1,short,64.70973782771536,534,34555.0,0.4550561797752809,1.1555795682222372,1056.2139917695474,-782.0598591549295
210,120,270,235,60,105,190,400,1.0535714751267622,0.9535751204154522,27,1,0,short,64.62046204620462,303,19580.0,0.49504950495049505,1.0897300765317812,1585.2666666666667,-1426.2091503267975
210,60,90,205,40,75,320,430,1.0232948697875035,1.0161125405802571,14,1,1,short,64.59070796460178,452,29195.0,0.47123893805309736,1.1198038491526119,1281.150234741784,-1028.2278481012659
240,120,100,45,75,165,260,660,0.9581929787154644,1.0216022533314058,26,1,0,short,64.58333333333333,312,20150.0,0.44551282051282054,1.1156085946240568,1398.8848920863309,-1007.485549132948
150,60,50,95,50,175,430,520,0.9776974847624352,1.0343545313565257,20,1,1,short,64.53795379537954,303,19555.0,0.5016501650165016,1.2228490028490029,705.953947368421,-588.9261744966443
300,120,130,90,80,75,300,400,0.9836373327804531,0.924169792446874,30,1,1,short,64.53551912568307,732,47240.0,0.4726775956284153,1.1636158974803013,970.9971098265896,-751.8880208333334
120,60,215,185,40,200,140,520,0.9916063484963424,0.9605632134547611,14,1,0,short,64.51594533029613,878,56645.0,0.46924829157175396,1.1157745212254992,1325.0364077669904,-1054.4612068965516
300,90,100,195,85,165,430,500,0.987108384826509,1.0412999927206827,13,1,1,short,64.5042492917847,353,22770.0,0.5325779036827195,1.2530421736956159,599.7606382978723,-552.0552147239264
180,90,170,240,85,130,140,470,0.9787009416739304,0.9597725080020972,13,1,1,short,64.49295774647888,710,45790.0,0.5056338028169014,1.1034007768042633,1361.0863509749304,-1276.1959654178675
180,60,290,295,55,15,170,690,0.9687988194643582,1.0081776036754935,23,1,0,short,64.47368421052632,589,37975.0,0.3870967741935484,1.1337053728610662,1412.2587719298247,-791.1420612813371
120,60,85,285,35,25,110,690,0.9933965311367735,0.9134307448542794,15,1,0,short,64.45791726105564,701,45185.0,0.4322396576319544,1.1297282554083345,1298.6468646864687,-884.0228426395939
300,120,175,255,25,160,170,360,0.9743057737392847,1.0163139756824888,22,1,0,short,64.4499017681729,509,32805.0,0.48722986247544203,1.1355214508499782,1108.3467741935483,-938.2364341085271
300,90,265,135,5,180,130,600,0.9146977442623493,0.915062108773859,23,0,0,short,64.44244604316546,556,35830.0,0.3327338129496403,1.0752889262450094,2766.108108108108,-1282.7493261455525
120,60,245,95,25,195,100,240,0.9048715024945195,1.0094582906732485,16,1,1,short,64.42396313364056,434,27960.0,0.4976958525345622,1.1950674992151253,793.0324074074074,-666.6744186046511
240,120,25,220,55,115,360,440,0.9239913501140994,1.0288288744491565,23,1,0,short,64.41304347826087,460,29630.0,0.4891304347826087,1.1771017004871343,875.2666666666667,-721.1422413793103
120,45,30,70,20,155,330,560,0.9988444715561977,0.9371232080913681,22,1,1,short,64.37724014336918,1116,71845.0,0.4731182795698925,1.1337248259688046,1153.6079545454545,-923.127147766323
300,60,80,160,50,195,220,570,1.0211886443475815,0.9174623469133415,28,1,0,short,64.36155913978494,744,47885.0,0.46774193548387094,1.0965170419043395,1563.2614942528735,-1268.8746803069055
240,45,40,45,70,110,290,380,0.9792026019651341,1.0216379355194103,16,1,1,short,64.30555555555556,324,20835.0,0.5030864197530864,1.1514006467318243,972.0858895705521,-865.503144654088
210,45,260,165,20,110,250,350,0.9518582877907867,0.930533035258966,13,0,0,short,64.2987012987013,385,24755.0,0.4025974025974026,1.0570463998893869,2959.3548387096776,-1903.267543859649
120,90,60,225,80,25,80,640,0.9940002081426944,0.9195635823841014,7,1,1,short,64.24379232505643,443,28460.0,0.4604966139954853,1.1252558149770042,1253.3088235294117,-958.7130801687764
300,45,45,120,5,175,70,650,0.9033885638808425,0.9352538818454028,11,0,0,short,64.22289613343442,1319,84710.0,0.33510235026535257,1.1058101263451101,2002.9298642533936,-917.0504009163803
300,90,190,280,40,40,300,400,0.9897539831993536,0.9519762784282193,26,1,0,short,64.19318181818181,440,28245.0,0.4909090909090909,1.165040317868412,923.0787037037037,-785.045871559633
150,60,175,175,15,135,280,680,1.002085267060961,0.9063402056087655,15,1,1,short,64.17245370370371,864,55445.0,0.45717592592592593,1.1103591723808481,1412.2784810126582,-1080.4408602150538
120,90,30,210,25,25,80,290,0.9493699358491027,0.9455891530269642,29,1,0,short,64.06698564593302,836,53560.0,0.4868421052631579,1.1422009823443515,1057.027027027027,-890.4255319148937
240,90,275,65,70,55,230,380,0.9583939176429193,0.9876511937925163,25,1,1,short,64.06460296096904,743,47600.0,0.48721399730820997,1.1341941304163965,1111.353591160221,-933.4473684210526
240,45,95,65,60,100,420,650,0.9296119917217188,0.9167917738068811,8,0,1,short,63.93258426966292,356,22760.0,0.38764044943820225,1.0541685508246663,3209.6376811594205,-1927.3853211009175
300,60,30,135,90,110,290,560,0.9955926815780021,0.9536793807694184,22,1,1,short,63.92978482446206,883,56450.0,0.4665911664779162,1.1244077134986226,1238.3495145631068,-971.6274089935761
150,90,235,225,75,110,170,410,0.9001514074859418,0.9401349675750136,7,1,0,short,63.83116883116883,770,49150.0,0.5025974025974026,1.116830482891406,1214.0697674418604,-1107.092105263158
120,45,70,265,35,140,250,550,0.9514795706107422,0.9171207235731276,23,1,0,short,63.77916666666667,1200,76535.0,0.4675,1.1224089949459408,1250.9358288770054,-987.740916271722
120,60,220,265,25,145,300,670,0.975301802012594,0.9472017108440902,15,1,1,short,63.77058823529412,850,54205.0,0.4647058823529412,1.1188667039461422,1291.6962025316457,-1006.6556291390729
300,120,240,300,30,150,130,320,0.9167025387871227,0.9548205992911385,16,1,0,short,63.75,716,45645.0,0.4930167597765363,1.1769528978484203,860.042492917847,-718.5236768802229
120,60,150,220,5,55,460,550,0.9405668265946541,0.907025466597322,15,0,0,short,63.71584699453552,366,23320.0,0.4180327868852459,1.059488278360246,2714.575163398693,-1840.4225352112676
300,60,180,270,20,145,200,330,1.0452958816132099,0.9722720121256058,20,1,1,short,63.69565217391305,322,20510.0,0.5,1.132596327902767,1088.136645962733,-985.2229299363057
150,90,115,270,70,175,290,450,1.0044056857165056,0.9718392439922466,23,1,0,short,63.63578680203046,788,50145.0,0.4885786802030457,1.1535669989434516,978.3896103896104,-822.5062972292192
150,45,25,225,30,100,470,570,1.0103118403366789,0.9661298528361707,25,1,0,short,63.61683848797251,582,37025.0,0.5360824742268041,1.3337540000901429,474.2307692307692,-418.62264150943395
240,45,175,100,25,110,60,230,0.9293031720242022,0.9041090845449783,20,0,0,short,63.5958904109589,438,27855.0,0.4018264840182648,1.0612285271522306,2743.125,-1736.3931297709923
120,45,40,250,95,140,290,460,0.9005493025995338,1.0081823504303877,13,1,1,short,63.5945945945946,925,58825.0,0.46594594594594596,1.1255884456495053,1223.248259860789,-963.7757201646091
300,45,215,60,70,165,120,400,1.005000186370942,0.9814229796202966,11,1,1,short,63.58753315649867,754,47945.0,0.48938992042440316,1.1288618924112723,1138.2384823848238,-976.5485564304462
300,60,230,250,70,140,350,520,0.994255444533988,1.0297280615279647,13,1,0,short,63.5735294117647,340,21615.0,0.4647058823529412,1.1014907853034395,1484.746835443038,-1170.1923076923076
240,45,170,175,80,85,340,650,1.0220204462180182,0.9629408412877631,14,1,0,short,63.54477611940298,402,25545.0,0.49502487562189057,1.100316126372008,1407.9899497487438,-1260.618811881188
240,60,150,195,50,120,240,390,0.9988336187631749,1.0279525521781383,16,1,1,short,63.53808353808354,407,25860.0,0.4742014742014742,1.1164864864864865,1284.2487046632125,-1052.132701421801
180,90,180,35,10,105,360,480,0.9346343322829663,0.9834901619146292,20,1,1,short,63.52857142857143,700,44470.0,0.47285714285714286,1.1705399601165822,922.1450151057402,-710.5177111716621
240,60,180,100,65,70,370,440,1.0093812641183464,0.9599527701423642,24,1,0,short,63.52297592997812,457,29030.0,0.4923413566739606,1.1772391476891142,856.9777777777778,-712.1304347826087
210,60,75,95,60,140,300,600,0.9446717971906855,0.9896713837946909,10,1,0,short,63.4316479400749,1068,67745.0,0.47191011235955055,1.1246836666145197,1212.4603174603174,-968.5115864527629
240,60,120,175,60,165,220,470,0.93741451309661,0.9858753244245375,8,1,0,short,63.423967774420944,993,62980.0,0.473313192346425,1.118143618218654,1268.212765957447,-1029.111969111969
150,60,150,60,35,40,110,590,0.9973309580507193,0.9350476194298173,10,1,0,short,63.385127635960046,901,57110.0,0.4739178690344062,1.1251396892872012,1202.5292740046839,-968.9384288747347
300,90,100,275,80,85,190,610,0.9708816496542721,1.0345779615356365,29,1,0,short,63.359375,384,24330.0,0.4713541666666667,1.0921241953805376,1593.53591160221,-1307.4257425742574
150,90,255,195,5,165,460,550,0.9602164373367774,1.0149590063349634,5,1,0,short,63.34710743801653,363,22995.0,0.5041322314049587,1.336085939783689,499.53551912568304,-386.55367231638417
300,45,265,260,95,65,420,610,0.9965634528675975,1.0029443062823487,21,1,0,short,63.333333333333336,600,38000.0,0.49,1.209366391184573,746.5986394557823,-599.009900990099
240,60,240,285,55,120,370,440,0.9745878276176458,0.9061844034161827,23,1,0,short,63.31761006289308,636,40270.0,0.5125786163522013,1.1821759782854557,801.5950920245399,-729.5379537953795
210,45,115,230,10,140,100,200,0.9745417293553247,1.0093367296661986,10,0,1,short,63.224543080939945,383,24215.0,0.381201044386423,1.0559231417651067,3131.6438356164385,-1834.7669491525423
150,90,160,30,45,100,240,600,1.0005358649592135,0.9303603466157663,11,1,0,short,63.21862348178138,741,46845.0,0.4925775978407557,1.1096392168794542,1298.9315068493152,-1148.5618279569892
210,120,155,180,25,120,100,600,0.9805164166921008,0.9801838778555301,9,1,0,short,63.20754716981132,795,50250.0,0.4666666666666667,1.0991916619785036,1500.9299191374664,-1206.1785714285713
150,45,55,25,35,145,100,260,0.9650949091723647,0.9337072622484179,30,1,1,short,63.186951066499375,797,50360.0,0.5031367628607277,1.2150161176696626,709.6633416458853,-597.4872448979592
180,90,30,130,30,165,100,450,0.9245384523620819,0.9905286667935498,8,1,0,short,63.1764168190128,1094,69115.0,0.48171846435100546,1.1067949163672886,1359.1840607210627,-1155.669642857143
240,90,80,145,5,150,330,630,1.0055061089612345,0.9456094525543207,25,1,1,short,63.17503392130258,737,46560.0,0.4694708276797829,1.1333524273234998,1143.670520231214,-895.2564102564103
300,45,300,245,10,115,420,540,0.9912532465849425,0.9264966781242482,19,1,1,short,63.16029143897996,549,34675.0,0.4772313296903461,1.2395344017684444,684.8664122137404,-513.3333333333334
210,60,75,60,30,140,140,580,0.9992457177951436,1.0252582608588447,10,1,1,short,63.15384615384615,390,24630.0,0.4128205128205128,1.088767952714757,1876.3664596273293,-1211.6375545851529
210,90,135,85,45,170,200,400,0.9404926745017863,0.9166530162437045,18,1,1,short,63.05856832971801,922,58140.0,0.49023861171366595,1.1305783267827063,1113.6946902654868,-965.8351409978308
150,60,110,195,45,150,400,520,1.0271741215960235,1.0058869680986733,22,1,0,short,63.05139186295503,467,29445.0,0.49464668094218417,1.16316183193417,908.7012987012987,-774.5278969957081
210,45,135,190,5,125,380,690,1.0098191883446013,0.9212425568921573,29,0,0,short,63.01324503311258,604,38060.0,0.3973509933774834,1.0763245497934464,2236.3333333333335,-1377.513812154696
120,60,295,175,40,155,120,440,0.9956889437246301,0.9816106481480286,29,1,1,short,63.001364256480215,733,46180.0,0.4529331514324693,1.1029884032114183,1489.698795180723,-1129.4710327455919
210,45,220,230,45,60,320,580,0.9956969092494328,0.9482449295514669,9,1,1,short,62.990196078431374,612,38550.0,0.48856209150326796,1.1341429466211985,1090.066889632107,-921.0897435897435
150,45,230,180,75,110,60,630,0.9465745655038302,1.0082920102049318,10,1,1,short,62.976190476190474,798,50255.0,0.42105263157894735,1.107338900873577,1542.9910714285713,-1022.2489082969432
240,45,65,255,50,20,170,610,0.9577031915707459,0.9264926290534913,16,1,0,short,62.93777134587554,691,43490.0,0.45296671490593343,1.1467893004809722,1085.5111821086261,-790.0666666666667
180,45,80,285,75,145,230,620,0.9489580847784365,1.0107737124008105,21,1,1,short,62.93627450980392,1020,64195.0,0.43823529411764706,1.105502325504955,1504.8434004474273,-1065.6217162872153
210,45,180,285,70,120,90,170,0.9977920250555904,0.9768647678611417,26,1,0,short,62.93382352941177,680,42795.0,0.5073529411764706,1.2177530148068998,693.695652173913,-599.1768292682926
300,120,170,25,25,65,70,230,1.0029947611483718,0.9392489220842982,20,1,1,short,62.90262172284644,534,33590.0,0.5037453183520599,1.1640577303475055,886.003717472119,-775.5492424242424
300,60,220,115,35,80,380,570,0.9863504661158284,0.9373333473071144,10,1,0,short,62.863695937090434,763,47965.0,0.48230668414154654,1.1770579549649318,866.4809782608696,-696.401028277635
150,120,200,275,50,70,230,610,0.9972508580299491,0.9833906244259918,11,1,0,short,62.84251968503937,635,39905.0,0.4881889763779528,1.110595310681226,1292.6612903225807,-1120.55900621118
180,60,60,95,65,170,70,250,0.9967820344992573,0.9621081351097733,22,1,0,short,62.73094170403587,1115,69945.0,0.49327354260089684,1.1602827778223357,920.6,-780.6529516994633
240,60,105,275,75,110,170,350,0.9318587041519706,0.9054099563192164,28,1,0,short,62.62458471760797,903,56550.0,0.5238095238095238,1.1701340313191029,822.2727272727273,-776.6004672897196
