trial,avg_trade,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,num_trades,total_pnl,win_rate,profit_factor,max_drawdown,sharpe
1629,7174.354838709677,280,265,65,130,260,420,1.0158356865644365,0.9652748265196724,18,0,0,155,1112025.0,0.3741935483870968,1.3332883763796166,1052435.0,1.0684914794316662
1630,14909.293193717278,270,270,30,130,270,410,1.0091332935737436,0.9459267212915011,19,0,1,191,2847675.0,0.35602094240837695,1.8265630442354581,392105.0,2.1793643056449348
1631,11014.21768707483,275,300,45,140,280,400,1.00711477845967,0.9611419674500202,17,0,0,147,1619090.0,0.3877551020408163,1.4642831539676942,621040.0,1.3642225101391652
1632,18560.194444444445,285,265,40,135,270,390,1.0031849743392842,0.9494685834837431,26,0,0,180,3340835.0,0.4,1.9619588534243222,596750.0,2.375964782278075
1633,13082.753623188406,275,260,40,125,280,400,1.012881419379434,0.9577290082678299,18,0,0,138,1805420.0,0.41304347826086957,1.574582013242546,638325.0,1.5864370846477618
1634,12695.194174757282,285,275,45,125,260,390,0.9975496315987198,0.9695961946697778,18,0,1,206,2615210.0,0.39805825242718446,1.6073705405976604,698325.0,1.8823663141186264
1635,-6369.767441860465,280,270,40,200,280,410,1.0775924663910494,1.011070281111897,18,0,0,43,-273900.0,0.32558139534883723,0.7418874538832321,464970.0,-0.7973071871677521
1636,18132.040229885057,285,265,45,130,250,390,1.0056211885583595,0.9530578579195811,19,0,0,174,3154975.0,0.40804597701149425,1.9333569016447032,592315.0,2.2138633200783415
1637,10881.575757575758,280,260,35,130,270,430,1.017369062186446,0.939104360170694,18,0,1,165,1795460.0,0.3939393939393939,1.5569787533697113,692665.0,1.5775156245338393
1638,11879.53216374269,285,280,25,125,280,390,1.0087828788008453,0.9786206665271694,19,0,0,171,2031400.0,0.38596491228070173,1.5528950509170236,525820.0,1.660828554198537
1639,14002.739361702128,200,265,50,160,280,420,0.9003691413090683,0.9659099987131782,17,0,0,188,2632515.0,0.425531914893617,1.575615681146808,523860.0,1.873870985188562
1640,16594.86111111111,290,270,40,125,270,400,1.0011702287463655,0.9609217236375878,19,0,0,180,2987075.0,0.4111111111111111,1.8513944904444983,696050.0,2.2277517456825633
1641,8094.920212765957,275,260,40,165,280,380,0.9926698198144718,0.9425024399076886,18,0,1,188,1521845.0,0.3882978723404255,1.3260444339703488,805540.0,1.174697040880087
1642,5563.211009174312,280,275,10,175,280,390,1.0104758155890508,0.9553931713390471,29,0,0,218,1212780.0,0.42660550458715596,1.3109979382712251,462665.0,1.2621241837939596
1643,14515.054347826086,270,140,35,125,260,520,1.0050873552775357,0.9724600611645219,27,0,0,184,2670770.0,0.3967391304347826,1.961273986679216,245120.0,2.472796017104089
1644,1499.3343653250774,285,265,45,135,270,400,1.014097415299885,0.9515006236183541,16,1,0,646,968570.0,0.5386996904024768,1.2201212909061365,358365.0,1.1862891967485316
1645,13292.111111111111,290,270,55,130,270,410,1.0006431406176102,0.9625240721017244,30,0,1,180,2392580.0,0.4222222222222222,1.645597201291421,503315.0,1.9067349080874754
1646,10797.460732984293,285,255,30,125,280,440,0.9960581907628866,0.9578184319923501,19,0,0,191,2062315.0,0.35602094240837695,1.452239746942311,683990.0,1.53240004756635
1647,18030.49295774648,290,280,40,120,290,420,1.00552778525354,0.9479263251724028,28,0,0,142,2560330.0,0.4014084507042254,1.8221786209731285,570020.0,2.1447838821632943
1648,7182.303370786517,280,265,35,130,280,390,1.046243344732757,0.9659366571536269,23,0,0,89,639225.0,0.449438202247191,1.4197763950682143,329425.0,1.16288106486326
1649,16409.60714285714,280,260,45,120,290,380,1.0099718255746972,0.9547968963367567,25,0,1,140,2297345.0,0.4,1.7565430155418744,445230.0,1.8548207946926736
1650,11997.51461988304,275,255,40,100,260,490,1.0189939433270245,0.9597216601683912,16,0,0,171,2051575.0,0.38596491228070173,1.6804391267215575,678365.0,1.7193511003168307
1651,7608.477011494253,295,270,20,125,270,390,1.0047385677439935,1.0199819554746048,28,0,0,174,1323875.0,0.41379310344827586,1.4822833390710068,529160.0,1.6809517302951886
1652,9407.773109243697,265,260,40,120,280,400,1.028796220778319,0.9447122049842253,18,0,1,119,1119525.0,0.3697478991596639,1.4439485356370292,596710.0,1.2267635961114656
1653,11914.646464646465,170,295,45,130,290,470,1.0000633633056093,0.9510932812463212,19,0,0,198,2359100.0,0.398989898989899,1.5941479287556415,405300.0,1.8635338690292742
1655,16667.978723404256,290,265,40,170,280,430,1.0101916946910035,0.9691952350192807,24,0,0,141,2350185.0,0.3900709219858156,1.7002152620014153,595625.0,1.814500122924924
1656,7406.916299559472,275,255,35,125,270,410,0.9899893653600119,0.9574209272034229,29,0,1,227,1681370.0,0.3788546255506608,1.3512785102884612,605900.0,1.3668028333768303
1657,15130.685279187817,210,270,40,75,250,380,1.0033838417671697,0.9765949507282374,30,0,0,197,2980745.0,0.41116751269035534,1.79226564566137,600240.0,2.3513362003319402
1658,14859.295774647888,285,280,45,90,290,400,1.0078146788782194,0.984114537566412,22,0,0,142,2110020.0,0.4014084507042254,1.6532559547121444,542980.0,1.7774123979081182
1659,7137.513661202186,295,265,40,185,280,390,0.9963077546108932,0.950596639366076,17,0,0,183,1306165.0,0.3770491803278688,1.276309846790102,789870.0,1.0914813671199297
1660,11051.265060240963,280,260,35,140,270,410,1.0162750254157917,0.9721799805402744,19,0,1,166,1834510.0,0.39156626506024095,1.5646913606848287,636245.0,1.5940145063344744
1661,12567.34375,270,275,40,105,290,450,1.0225896592059192,0.9949121631045406,29,0,0,128,1608620.0,0.390625,1.589505856139785,642260.0,1.657191651800482
1662,13919.078947368422,290,285,45,120,290,420,1.001814388495283,0.9549976289569571,28,0,0,152,2115700.0,0.375,1.6093044419869136,460490.0,1.7557401831047073
