entry_time,exit_time,entry_price,exit_price,contracts,pnl,exit_reason,direction
2013-05-20 17:32:00,2013-05-24 17:32:00,141080.0,138510.0,18,-46260.0,signal_reverse,long
2013-07-12 17:32:00,2013-07-24 17:32:00,133400.0,136780.0,19,64220.0,signal_reverse,long
2013-08-14 17:32:00,2013-08-15 17:32:00,135070.0,133610.0,32,-46720.0,signal_reverse,long
2013-09-06 17:32:00,2013-09-09 11:29:00,136530.0,136640.0,20,2200.0,expiration,long
2013-09-18 17:32:00,2013-09-25 17:32:00,143740.0,145110.0,29,39730.0,signal_reverse,long
2013-10-04 17:32:00,2013-10-16 17:32:00,143270.0,150110.0,22,150480.0,signal_reverse,long
2013-12-23 17:32:00,2013-12-30 17:32:00,145380.0,144310.0,30,-32100.0,signal_reverse,long
2014-04-01 17:32:00,2014-04-07 17:32:00,121100.0,115400.0,14,-79800.0,signal_reverse,long
2014-04-18 17:32:00,2014-04-22 17:32:00,117010.0,114120.0,13,-37570.0,signal_reverse,long
2014-05-07 17:32:00,2014-05-27 17:32:00,116710.0,127340.0,17,180710.0,signal_reverse,long
2014-06-03 17:32:00,2014-06-09 11:29:00,129550.0,135890.0,15,95100.0,expiration,long
2014-08-26 17:32:00,2014-08-27 17:32:00,125980.0,126730.0,25,18750.0,signal_reverse,long
2014-09-04 17:32:00,2014-09-08 11:29:00,124670.0,125450.0,15,11700.0,expiration,long
2014-11-21 17:32:00,2014-11-25 17:32:00,105740.0,105110.0,20,-12600.0,signal_reverse,long
2015-01-22 17:32:00,2015-01-28 17:32:00,79490.0,75920.0,17,-60690.0,signal_reverse,long
2015-02-04 17:32:00,2015-02-19 17:32:00,76850.0,88750.0,13,154700.0,signal_reverse,long
2015-03-03 17:32:00,2015-03-10 11:29:00,91610.0,88480.0,17,-53210.0,expiration,long
2015-04-02 17:32:00,2015-04-17 17:32:00,91980.0,100800.0,17,149940.0,signal_reverse,long
2015-04-24 17:32:00,2015-04-30 17:32:00,102300.0,101540.0,14,-10640.0,signal_reverse,long
2015-05-05 17:32:00,2015-05-18 17:32:00,105790.0,107510.0,15,25800.0,signal_reverse,long
2015-10-05 17:33:00,2015-10-16 17:33:00,80250.0,88170.0,23,182160.0,signal_reverse,long
2015-10-20 17:33:00,2015-10-21 17:33:00,87690.0,85270.0,19,-45980.0,signal_reverse,long
2015-11-02 17:33:00,2015-11-10 17:33:00,84920.0,85600.0,23,15640.0,signal_reverse,long
2016-01-28 17:33:00,2016-02-02 17:33:00,73080.0,69910.0,15,-47550.0,signal_reverse,long
2016-02-04 17:33:00,2016-02-05 17:33:00,74290.0,72540.0,16,-28000.0,signal_reverse,long
2016-02-15 17:33:00,2016-02-19 17:34:00,70680.0,72680.0,19,38000.0,signal_reverse,long
2016-02-20 17:34:00,2016-02-24 17:34:00,73480.0,72400.0,24,-25920.0,signal_reverse,long
2016-02-25 17:34:00,2016-03-09 11:29:00,75000.0,81640.0,16,106240.0,expiration,long
2016-03-18 17:34:00,2016-03-24 17:34:00,88800.0,83520.0,16,-84480.0,signal_reverse,long
2016-03-30 17:34:00,2016-04-01 17:34:00,87000.0,84790.0,23,-50830.0,signal_reverse,long
2016-04-04 17:34:00,2016-04-05 17:34:00,86320.0,83660.0,17,-45220.0,signal_reverse,long
2016-06-06 17:34:00,2016-06-08 11:29:00,92260.0,95220.0,18,53280.0,expiration,long
2016-06-23 17:34:00,2016-06-24 17:34:00,90990.0,88500.0,21,-52290.0,signal_reverse,long
2016-07-07 17:34:00,2016-07-08 17:34:00,91500.0,90780.0,26,-18720.0,signal_reverse,long
2016-07-11 17:34:00,2016-07-21 17:34:00,92300.0,94530.0,22,49060.0,signal_reverse,long
2016-08-05 17:34:00,2016-08-22 17:34:00,92940.0,96180.0,23,74520.0,signal_reverse,long
2016-08-26 17:34:00,2016-08-29 17:34:00,97150.0,95720.0,32,-45760.0,signal_reverse,long
2016-09-02 17:34:00,2016-09-08 11:29:00,96430.0,101060.0,32,148160.0,expiration,long
2016-09-22 17:34:00,2016-09-27 17:34:00,99720.0,97340.0,29,-69020.0,signal_reverse,long
2016-09-28 17:34:00,2016-09-29 17:34:00,97720.0,99150.0,34,48620.0,signal_reverse,long
2016-10-03 17:34:00,2016-10-13 17:34:00,99690.0,98100.0,25,-39750.0,signal_reverse,long
2016-11-10 17:34:00,2016-11-11 17:34:00,100710.0,97860.0,18,-51300.0,signal_reverse,long
2016-11-22 17:34:00,2016-11-29 17:34:00,102300.0,100910.0,27,-37530.0,signal_reverse,long
2016-11-30 17:34:00,2016-12-08 11:29:00,103090.0,108020.0,29,142970.0,expiration,long
2016-12-27 17:34:00,2017-01-03 17:34:00,113620.0,119320.0,30,171000.0,signal_reverse,long
